ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama,Z_Ekseni_Derinlik_m,Tahkimat_Seviyesi
46,Ramon UAV Area,Bilinmiyor,30.780851,34.660405,80,KONTROL ET,Uydu,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-46 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,0,Standart / Yüzey
47,Ovda UAV Test,Bilinmiyor,29.94384,34.941423,82,KONTROL ET,Uydu,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-47 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,0,Standart / Yüzey
48,Iron Dome Battery – Palmachim,Hava Üssü,31.897534,34.693021,92,KRİTİK,Wikipedia,Gerçek Operasyonel Hedef,1,OSINT Teyitli,ID-48 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,0,Standart / Yüzey
49,Arrow-3 Battery – Tel Shahar,Hava Üssü,31.799403,34.849241,95,KRİTİK,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-49 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.,0,Standart / Yüzey
50,David's Sling – Hatzor,Hava Üssü,31.763758,34.727687,93,KRİTİK,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-50 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.,0,Standart / Yüzey
51,Patriot Bataryası - Julis,Hava Üssü,31.69,34.675,88,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1,OSINT Teyitli (Derin Araştırma),ID-51 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,0,Standart / Yüzey
52,Iron Dome - Ashkelon Kuzey,Hava Üssü,31.680969,34.548578,85,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-52 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,0,Standart / Yüzey
53,Iron Dome - Ashkelon Güney,Hava Üssü,31.62104,34.533483,85,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-53 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,0,Standart / Yüzey
54,Iron Dome - Beer Sheva Kuzey,Hava Üssü,31.266461,34.79959,84,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-54 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 84 seviyesinde korunmaktadır.,0,Standart / Yüzey
55,Iron Dome - Beer Sheva Güney,Hava Üssü,31.2333,34.7833,84,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-55 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 84 seviyesinde korunmaktadır.,0,Standart / Yüzey
56,Iron Dome - Haifa Liman,Hava Üssü,32.818153,34.9995,88,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-56 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,0,Standart / Yüzey
57,Iron Dome - Haifa Karmel,Hava Üssü,32.7833,35.0167,86,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-57 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 86 seviyesinde korunmaktadır.,0,Standart / Yüzey
58,Iron Dome - Dimona,Hava Üssü,31.0667,35.0333,90,KRİTİK,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-58 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,-50,Ekstrem (Sığınak Delici Mühimmat Gerekli)
59,Iron Dome - Eilat,Hava Üssü,29.551272,34.948974,87,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-59 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,0,Standart / Yüzey
60,Iron Dome - Arad,Hava Üssü,31.266501,35.216523,80,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-60 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,0,Standart / Yüzey
61,Iron Dome - Jerusalem Kuzey,Hava Üssü,31.850973,35.199044,88,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-61 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,0,Standart / Yüzey
62,Iron Dome - Jerusalem Güney,Hava Üssü,31.748601,35.233267,87,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-62 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,0,Standart / Yüzey
63,Iron Dome - Tel Aviv Kuzey,Hava Üssü,32.100162,34.816389,90,KRİTİK,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-63 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,0,Standart / Yüzey
64,Iron Dome - Tel Aviv Güney,Hava Üssü,32.049637,34.783501,90,KRİTİK,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-64 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,0,Standart / Yüzey
65,Iron Dome - Golan Merkez,Hava Üssü,32.9167,35.7333,88,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-65 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,0,Standart / Yüzey
66,Iron Dome - Golan Kuzey,Hava Üssü,33.0833,35.7667,87,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-66 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,0,Standart / Yüzey
67,Iron Dome - Nahariya,Hava Üssü,33.000138,35.084377,83,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-67 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 83 seviyesinde korunmaktadır.,0,Standart / Yüzey
68,Iron Dome - Petah Tikva,Hava Üssü,32.082578,34.89863,82,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-68 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,0,Standart / Yüzey
69,Iron Dome - Rehovot,Hava Üssü,31.882689,34.800927,81,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-69 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 81 seviyesinde korunmaktadır.,0,Standart / Yüzey
70,Iron Dome - Netanya,Hava Üssü,32.334582,34.851117,82,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-70 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,0,Standart / Yüzey
71,Iron Dome - Herzliya,Hava Üssü,32.166386,34.833632,83,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-71 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 83 seviyesinde korunmaktadır.,0,Standart / Yüzey
72,Iron Dome - Rishon LeZion,Hava Üssü,31.94882,34.800553,81,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-72 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 81 seviyesinde korunmaktadır.,0,Standart / Yüzey
73,Iron Dome - Kiryat Shmona,Hava Üssü,32.074587,34.789533,85,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,OSINT Teyitli,ID-73 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,0,Standart / Yüzey
74,Iron Dome - Tzfat,Hava Üssü,32.966402,35.48361,82,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-74 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,0,Standart / Yüzey
75,Iron Dome - Tiberias,Hava Üssü,32.783369,35.53373,80,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-75 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,0,Standart / Yüzey
76,Iron Dome - Sderot,Hava Üssü,31.516511,34.583135,86,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-76 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 86 seviyesinde korunmaktadır.,0,Standart / Yüzey
77,Iron Dome - Netivot,Hava Üssü,31.417119,34.583554,82,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-77 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,0,Standart / Yüzey
78,Iron Dome - Ofaqim,Hava Üssü,31.316248,34.616999,80,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-78 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,0,Standart / Yüzey
79,David's Sling - Haifa,Hava Üssü,32.833301,35.032949,90,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-79 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,0,Standart / Yüzey
80,David's Sling - Jerusalem,Hava Üssü,31.850066,35.183898,88,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-80 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,0,Standart / Yüzey
81,David's Sling - Nevatim,Hava Üssü,31.204706,35.011259,87,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,OSINT Teyitli,ID-81 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,0,Standart / Yüzey
82,Arrow-2 Bataryası - Palmachim,Hava Üssü,31.897015,34.693052,93,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,OSINT Teyitli,ID-82 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.,0,Standart / Yüzey
83,Arrow-3 Bataryası - Haifa,Hava Üssü,32.819271,34.995551,92,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-83 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,0,Standart / Yüzey
84,Iron Dome - Mitzpe Ramon,Hava Üssü,30.608638,34.799611,78,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-84 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,0,Standart / Yüzey
85,Iron Dome - Yotvata,Hava Üssü,29.88342,35.033454,75,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-85 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
86,Iron Dome - Kerem Shalom,Hava Üssü,31.199108,34.265821,82,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-86 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,0,Standart / Yüzey
87,Iron Dome - Modi'in,Hava Üssü,31.900469,35.018065,80,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-87 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,0,Standart / Yüzey
88,Iron Dome - Ashdod,Hava Üssü,31.817143,34.650021,84,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-88 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 84 seviyesinde korunmaktadır.,0,Standart / Yüzey
89,Iron Dome - Gedera,Hava Üssü,31.8167,34.783058,79,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-89 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 79 seviyesinde korunmaktadır.,0,Standart / Yüzey
90,Iron Dome - Rechovot Kuzey,Hava Üssü,31.898959,34.798973,79,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-90 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 79 seviyesinde korunmaktadır.,0,Standart / Yüzey
91,Patriot - Tel Aviv,Hava Üssü,32.083001,34.783525,88,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-91 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,0,Standart / Yüzey
92,Patriot - Haifa,Hava Üssü,32.801158,34.984166,87,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-92 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,0,Standart / Yüzey
93,Patriot - Nevatim,Hava Üssü,31.204551,35.010884,85,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,OSINT Teyitli,ID-93 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,0,Standart / Yüzey
94,Iron Dome - Acre,Hava Üssü,32.9167,35.0667,78,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-94 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,0,Standart / Yüzey
95,Iron Dome - Karmiel,Hava Üssü,32.915886,35.299072,76,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-95 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 76 seviyesinde korunmaktadır.,0,Standart / Yüzey
96,Haifa Main Naval Base,Liman/Deniz,32.819144,34.991229,97,KRİTİK,FAS,Gerçek Operasyonel Hedef,8,Orijinal/Algoritmik,ID-96 Deniz Strateji Noktası (Hayfa Ana Deniz Üssü): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,0,Standart / Yüzey
