ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Detayli_Stratejik_Aciklama,Bağlı_Olduğu_Üs
50,David's Sling - Hatzor,havasavunma,31.7633,34.7272,93,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-50 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
51,Patriot Bataryası - Julis,havasavunma,31.6833,34.6833,88,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-51 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
52,Iron Dome - Ashkelon Kuzey,havasavunma,31.68,34.55,85,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-52 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
53,Iron Dome - Ashkelon Güney,havasavunma,31.62,34.5333,85,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-53 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
54,Iron Dome - Beer Sheva Kuzey,havasavunma,31.2667,34.8,84,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-54 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 84 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
55,Iron Dome - Beer Sheva Güney,havasavunma,31.2333,34.7833,84,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-55 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 84 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
56,Iron Dome - Haifa Liman,havasavunma,32.8167,35.0,88,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-56 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
57,Iron Dome - Haifa Karmel,havasavunma,32.7833,35.0167,86,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-57 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 86 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
58,Iron Dome - Dimona,nukleer,31.0667,35.0333,90,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-58 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
59,Iron Dome - Eilat,havasavunma,29.55,34.95,87,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-59 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
60,Iron Dome - Arad,havasavunma,31.2667,35.2167,80,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-60 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
61,Iron Dome - Jerusalem Kuzey,havasavunma,31.85,35.2,88,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-61 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
62,Iron Dome - Jerusalem Güney,havasavunma,31.75,35.2333,87,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-62 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
63,Iron Dome - Tel Aviv Kuzey,havasavunma,32.1,34.8167,90,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-63 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
64,Iron Dome - Tel Aviv Güney,havasavunma,32.05,34.7833,90,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-64 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
65,Iron Dome - Golan Merkez,havasavunma,32.9167,35.7333,88,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-65 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
66,Iron Dome - Golan Kuzey,havasavunma,33.0833,35.7667,87,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-66 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
67,Iron Dome - Nahariya,havasavunma,33.0,35.0833,83,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-67 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 83 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
68,Iron Dome - Petah Tikva,havasavunma,32.0833,34.9,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-68 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
69,Iron Dome - Rehovot,havasavunma,31.8833,34.8,81,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-69 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 81 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
70,Iron Dome - Netanya,havasavunma,32.3333,34.85,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-70 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
71,Iron Dome - Herzliya,havasavunma,32.1667,34.8333,83,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-71 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 83 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
72,Iron Dome - Rishon LeZion,havasavunma,31.95,34.8,81,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-72 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 81 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
73,Iron Dome - Kiryat Shmona,havasavunma,33.2,35.5667,85,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-73 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
74,Iron Dome - Tzfat,havasavunma,32.9667,35.4833,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-74 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
75,Iron Dome - Tiberias,havasavunma,32.7833,35.5333,80,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-75 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
76,Iron Dome - Sderot,havasavunma,31.5167,34.5833,86,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-76 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 86 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
77,Iron Dome - Netivot,havasavunma,31.4167,34.5833,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-77 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
78,Iron Dome - Ofaqim,havasavunma,31.3167,34.6167,80,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-78 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
79,David's Sling - Haifa,havasavunma,32.8333,35.0333,90,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-79 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
80,David's Sling - Jerusalem,havasavunma,31.85,35.1833,88,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-80 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
81,David's Sling - Nevatim,havasavunma,31.21,35.01,87,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-81 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
82,Arrow-2 Bataryası - Palmachim,havasavunma,31.895,34.688,93,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-82 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
83,Arrow-3 Bataryası - Haifa,havasavunma,32.82,34.995,92,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-83 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
84,Iron Dome - Mitzpe Ramon,havasavunma,30.61,34.8,78,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-84 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
85,Iron Dome - Yotvata,havasavunma,29.8833,35.0333,75,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-85 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
86,Iron Dome - Kerem Shalom,havasavunma,31.2,34.2667,82,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-86 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
87,Iron Dome - Modi'in,havasavunma,31.9,35.0167,80,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-87 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
88,Iron Dome - Ashdod,havasavunma,31.8167,34.65,84,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-88 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 84 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
89,Iron Dome - Gedera,havasavunma,31.8167,34.7833,79,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-89 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 79 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
90,Iron Dome - Rechovot Kuzey,havasavunma,31.9,34.8,79,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-90 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 79 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
91,Patriot - Tel Aviv,havasavunma,32.0833,34.7833,88,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-91 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
92,Patriot - Haifa,havasavunma,32.8,34.9833,87,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-92 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
93,Patriot - Nevatim,havasavunma,31.2083,35.0125,85,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-93 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
94,Iron Dome - Acre,havasavunma,32.9167,35.0667,78,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-94 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
95,Iron Dome - Karmiel,havasavunma,32.9167,35.3,76,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-95 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 76 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
96,Hayfa Ana Deniz Üssü,liman,32.82,34.99,97,Doğrulandı,FAS,Gerçek Operasyonel Hedef,8.0,ID-96 Deniz Strateji Noktası (Hayfa Ana Deniz Üssü): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
97,Hayfa Denizaltı Penleri,liman,32.825,34.995,99,Doğrulandı,FAS,Gerçek Operasyonel Hedef,1.0,ID-97 Deniz Strateji Noktası (Hayfa Denizaltı Penleri): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
98,Ashdod Deniz Üssü,liman,31.82,34.65,85,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,8.0,ID-98 Deniz Strateji Noktası (Ashdod Deniz Üssü): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
99,Eilat Deniz Üssü,liman,29.55,34.95,82,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,8.0,ID-99 Deniz Strateji Noktası (Eilat Deniz Üssü): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
100,Atlit Deniz Komando Üssü,liman,32.6933,34.9367,90,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-100 Deniz Strateji Noktası (Atlit Deniz Komando Üssü): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
101,Palmachim Deniz Bölümü,hava,31.9,34.685,88,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-101 Deniz Strateji Noktası (Palmachim Deniz Bölümü): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
102,Sdot Yam Deniz Üssü,liman,32.4833,34.8833,80,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,8.0,ID-102 Deniz Strateji Noktası (Sdot Yam Deniz Üssü): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
