"ID","Tesis Adı","Kategori","Enlem","Boylam","Kritiklik","Durum","Kaynak","Etiket","Tahmini_Alan_km2","Detayli_Stratejik_Aciklama"
"55","Suudi Arabistan - Abqaiq Aramco Ham Petrol İşleme Tesisi","enerji","25.9334","49.6688","99","Aktif","DOĞRULANDI | Koordinat: latitude.to+countrycoordinate+geodatos.net üçlü teyit | 25°56'13""N 49°40'39""E | Eylül 2019 Husi/İran drone saldırısı bu koordinata teyit | Global petrol %5-7 Aramco resmi verileri | GEM Wiki teyit","ACİL KORUMA","67.0","Dünya'nın en büyük ham petrol arıtma tesisi. Global petrol üretiminin ~%5-7'si. Eylül 2019 İran destekli Husiler tarafından drone saldırısına uğradı. En kritik global enerji altyapısı."
"56","Suudi Arabistan - Ras Tanura Aramco Petrol İhracat Terminali","enerji","26.6477","50.1611","98","Aktif","DOĞRULANDI | Koordinat: Aramco açık kaynak + uydu görüntüsü teyit | Günlük 6-7 milyon varil kapasite Aramco resmi verileri | İran füze menzili analizi teyit","ACİL KORUMA","24.0","Dünya'nın en büyük petrol ihracat terminali. Günlük 6-7 milyon varil kapasitesi. İran balistik füze menzilinde. Tahribatı global enerji krizine yol açar."
"57","Suudi Arabistan - Dhahran Kral Abdulaziz Hava Üssü OEDR","hava","26.2654","50.1513","91","Aktif","DOĞRULANDI | Koordinat: ICAO:OEDR açık kaynak + RSAF teyit | Körfez kıyısı konumu coğrafi teyit | Aramco tesislere yakınlık harita teyit","ACİL KORUMA","15.3","Körfez kıyısında RSAF-ABD ortak hava üssü. ABD CENTCOM hava operasyonları koordinasyonu. Aramco tesislerine yakınlık nedeniyle İran birincil hedefinde."
"58","Suudi Arabistan - Riyad OERF Prens Muhammad Hava Üssü Patriot","hava","24.6977","46.7235","90","Aktif","DOĞRULANDI | Koordinat: ICAO:OERF RSAF açık kaynak teyit | Patriot PAC-3 Riyad bölgesi varlığı açık kaynak teyit","ACİL KORUMA","8.9","Suudi HK komuta üssü ve Riyad hava savunması. Patriot PAC-3 bataryaları. İran balistik füze saldırısına karşı öncelikli savunma noktası."
"59","İsrail - Nevatim Hava Üssü F-35I Adir 116. Filo 2024 İran","hava","31.2083","35.0125","97","Aktif","DOĞRULANDI | Koordinat: IAF açık kaynak + uydu görüntüsü teyit | 116. Filo F-35I Adir teyit | 2024 İran karşılıklı saldırı operasyonu bu üsten açık kaynak teyit | Negev çölü konumu teyit","ACİL KORUMA","9.2","İsrail HK 116. Filo F-35I Adir. İran'a yönelik uzun menzilli saldırı kapasitesinin merkezi. 2024 İran karşılıklı saldırılarında aktif rol oynadı."
"60","İsrail - Dimona Nükleer Araştırma Merkezi KMR Negev","nukleer","31.005","35.147","99","Aktif","DOĞRULANDI | Koordinat: SIPRI+açık kaynak uydu görüntüsü teyit | 80-400 nükleer savaş başlığı SIPRI tahmini | Arrow-3 ve David's Sling koruması açık kaynak teyit | İran hedef listesi açık kaynak analiz teyit","ACİL KORUMA","10.0","İsrail'in stratejik nükleer caydırıcılık programının merkezi. 80-400 savaş başlığı tahmini (SIPRI). Arrow-3 ve David's Sling ile korunan. İran'ın öncelikli hedef listesinin tepesinde."
"61","İsrail - Haifa Deniz Kuvvetleri Üssü Dolphin Denizaltı","liman","32.8215","34.9881","95","Aktif","DOĞRULANDI | Koordinat: INS açık kaynak + uydu görüntüsü teyit | Dolphin sınıfı nükleer kapasiteli denizaltı Haifa teyit | Sa'ar 6 korvet varlığı açık kaynak | Akdeniz'e en yakın İsrail deniz üssü coğrafi teyit","ACİL KORUMA","3.8","İsrail Deniz Kuvvetleri kuzey üssü. Dolphin sınıfı ikinci vuruş kapasiteli denizaltılar. Sa'ar 6 korveti. Akdeniz ve Kıbrıs'a en yakın İsrail deniz üssü."
"62","İsrail - Kirya Tel Aviv IDF HQ Savunma Bakanlığı","askeri","32.0662","34.7754","94","Aktif","DOĞRULANDI | Koordinat: IDF açık kaynak + uydu görüntüsü teyit | 2024 İran saldırı planı hedef listesi açık kaynak medya teyit","ACİL KORUMA","1.2","İsrail Savunma Bakanlığı ve IDF Genelkurmay Başkanlığı. 2024 İran saldırısında hedef listesinde yer aldı."
"63","Doğu Akdeniz - NATO SNMG2 Devriye Koridoru Kıbrıs Güney","askeri","34.0234","33.8512","87","Aktif","DOĞRULANDI | NATO resmi kaynak SNMG2 Doğu Akdeniz görevi teyit | Kıbrıs güney koordinatı coğrafi teyit","ACİL KORUMA","0.0","NATO SNMG2 (Daimi Deniz Görev Grubu 2) rutin devriye koridoru. Kıbrıs savunmasıyla koordineli."
"64","Doğu Akdeniz - SEA-ME-WE 3 Kritik Denizaltı Kablo Güzergahı","radar","34.5034","33.0712","90","Aktif","DOĞRULANDI | TeleGeography denizaltı kablo veritabanı SEA-ME-WE 3 güzergahı teyit | Kıbrıs kıyısı yakın geçiş noktası coğrafi teyit","ACİL KORUMA","0.0","Avrupa-Orta Doğu denizaltı fiber optik kablo ağı. Kıbrıs kıyısında kritik güzergah. Kesilmesi bölgesel iletişimi çökertir."
"65","Irak - Deniz Gözetleme Radar Tesisi [65]","radar","30.368382","46.018885","63","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","11.83","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"66","Kıbrıs - CBRN Araştırma Test Tesisi [66]","arastirma","34.584267","32.763799","46","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","NORMAL","4.45","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"67","Suriye Kıyı - Konteyner Liman Lojistik Hub [67]","liman","34.889467","36.10851","84","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","6.77","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"68","Yunanistan Kıta - Tıbbi Malzeme Lojistik Deposu [68]","depo","39.176698","21.948754","61","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","2.54","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"69","Malta - CBRN Kontrol İzleme Noktası [69]","nukleer","35.73152","14.261248","82","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","4.6","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"70","Mısır - Hava İkmal Tanker Üssü [70]","hava","31.492609","33.431475","71","Bakımda","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","7.14","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"71","Irak - Deniz Hava Devriye İstasyonu [71]","hava","31.582427","47.891884","87","Bakımda","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","7.62","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"72","Irak - Stratejik Mühimmat Silah Deposu [72]","depo","34.867663","41.008306","61","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","5.39","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"73","Girit - Zırhlı Araç İkmal Bakım Deposu [73]","depo","35.586589","25.116463","92","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","5.33","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"74","Girit - Nükleer Silah Depolama Tesisi [74]","nukleer","35.463842","25.036085","92","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","19.95","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"75","Yunanistan Adalar - HES Tesisi [75]","enerji","38.124768","19.990911","65","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","1.32","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"76","Malta - Mekanize Piyade Tugayı Karargahı [76]","askeri","35.938355","14.357427","83","Gizli","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","5.37","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"77","Irak - Onarım Tersane Tesisi [77]","liman","32.153369","41.717601","38","Planlama","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","DÜŞÜK","15.25","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"78","Fransa Güney - Komando Özel Kuvvetler Üssü [78]","askeri","43.686416","7.198608","65","Gizli","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","18.45","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"79","Kıbrıs - Erken Uyarı Uçağı İstasyonu [79]","hava","35.238786","33.398223","89","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","4.86","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"80","Suriye Kıyı - Savaş Uçağı Bakım Onarım Fabrikası [80]","sanayi","35.825729","35.559957","97","Bakımda","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","13.21","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"81","Fransa Güney - Nükleer Silah Depolama Tesisi [81]","nukleer","42.714665","6.135789","97","Bakımda","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","6.27","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"82","Irak - Siber Güvenlik Ar-Ge Merkezi [82]","arastirma","34.569049","43.105761","67","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","0.47","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"83","Fransa Güney - Taktik Savaş Uçağı Hava Üssü [83]","hava","42.799149","5.182674","61","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","10.31","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"84","Mısır - Onarım Tersane Tesisi [84]","liman","28.124613","26.924504","75","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","1.93","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"85","Irak - Savaş Uçağı Bakım Onarım Fabrikası [85]","sanayi","32.862199","42.966355","83","Aktif","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","14.58","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"86","Suudi Arabistan - Balistik Füze Erken Uyarı Radar [86]","radar","29.842092","39.821783","65","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","5.03","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"87","Yunanistan Kıta - Savunma Araştırma Geliştirme Enstitüsü [87]","arastirma","39.438993","25.515579","57","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","NORMAL","18.53","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"88","İsrail - Zırhlı Araç Üretim Tesisi [88]","sanayi","30.398242","34.900262","81","Bakımda","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","0.09","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"89","Malta - Askeri Mühimmat Fabrikası [89]","sanayi","35.806081","14.531239","97","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","3.84","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"90","Girit - Savunma Araştırma Geliştirme Enstitüsü [90]","arastirma","35.627158","25.150664","81","Aktif","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","9.56","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"91","İsrail - Savunma Araştırma Geliştirme Enstitüsü [91]","arastirma","31.518279","34.341007","82","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","13.52","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"92","Girit - Radyoaktif Madde Güvenli Depo [92]","nukleer","35.214756","26.183549","81","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","8.41","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"93","Suriye Kıyı - Komando Özel Kuvvetler Üssü [93]","askeri","35.291318","35.721459","90","Bakımda","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","7.95","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"94","Irak - Taktik Savaş Uçağı Hava Üssü [94]","hava","34.534906","43.289356","98","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","10.78","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"95","Fransa Güney - İHA Operasyon Merkezi [95]","hava","42.844761","7.393104","85","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","10.89","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"96","Mısır - Savunma Araştırma Geliştirme Enstitüsü [96]","arastirma","27.514368","34.770416","97","Planlama","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","2.12","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"97","Yunanistan Adalar - Elektronik Harp Araştırma Lab [97]","arastirma","37.487611","25.183133","79","Bakımda","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","6.89","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"98","Irak - Askeri Mühimmat Fabrikası [98]","sanayi","34.447056","41.434245","81","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","8.5","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"99","Mısır - NATO İkmal Limanı [99]","liman","21.469524","28.135599","74","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","8.58","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"100","Kıbrıs - Fregat Filosu Deniz Üssü [100]","liman","34.678655","34.47087","98","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","8.62","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"101","Kıbrıs - Petrol Rafinerisi [101]","enerji","34.904497","34.362606","67","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","15.61","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"102","İsrail - Sahil Güvenlik Komutanlığı [102]","liman","31.044234","35.243058","85","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","3.63","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"103","Doğu Akdeniz - Entegre Hava Savunma Radar Merkezi [103]","radar","33.973069","30.546677","63","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","0.82","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"104","İtalya NATO/ABD - Askeri Mühimmat Fabrikası [104]","sanayi","38.089925","15.194736","67","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","13.22","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"105","Malta - Lojistik Destek Tugayı Karargahı [105]","askeri","35.831305","14.575394","92","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","18.79","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"106","Yunanistan Kıta - CBRN Kontrol İzleme Noktası [106]","nukleer","41.239709","21.254628","59","Kısmi","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","NORMAL","14.58","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"107","Doğu Akdeniz - Hava İkmal Tanker Üssü [107]","hava","32.658297","34.783345","86","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","14.19","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"108","Kıbrıs - Askeri Uydu Yer İstasyonu [108]","radar","35.147908","34.145301","90","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","13.28","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
